t0,t1,t_mean,t0_data,t1_data,cps_bgsub,cps_bgsub_err,flux_bgsub,flux_bgsub_err,mag_bgsub,mag_bgsub_err_1,mag_bgsub_err_2,cps_mcatbgsub,cps_mcatbgsub_err,flux_mcatbgsub,flux_mcatbgsub_err,mag_mcatbgsub,mag_mcatbgsub_err_1,mag_mcatbgsub_err_2,cps,cps_err,flux,flux_err,mag,mag_err_1,mag_err_2,counts,flat_counts,bg_counts,bg_flat_counts,exptime,bg,mcat_bg,responses,detxs,detys,detrad,racent,deccent,q_mean,flags
815463305.995,815463315.995,815463312.2438096,815463307.994,815463315.956,2.441318031647142,0.665002341085588,5.029115145193113e-16,1.3699048226363111e-16,19.110939102877968,0.2615547153699218,0.34526051704448335,2.1457476990890876,0.691735750420147,4.4202402601235205e-16,1.4249756458655028e-16,19.251053361254883,0.30338670388754707,0.4225267001204003,3.022543005308508,0.6090192324062728,6.226438590935527e-16,1.254579618756922e-16,18.879068777999812,0.1993025067502181,0.24430226969719726,21.0,24.631052077860353,3.0,2.572896983253412,8.149115507902025,4.736469446443781,7.145106227168385,0.853576576170672,307.870849609375,303.7902526855469,133.20696614670464,45.46160086851439,-16.593507463035955,14.095237731933594,0.0
815463315.995,815463325.995,815463320.6611538,815463316.056,815463324.912,2.5562512395370094,0.6871671289261992,5.265877553446239e-16,1.4155642855879703e-16,19.060991160143264,0.25849858994784114,0.33993672612043824,2.5384228697015465,0.6885987843915851,5.229151111585186e-16,1.4185134958466651e-16,19.068590070378505,0.2605947694643511,0.3435838551163144,3.415218175920967,0.6142496808546649,7.035349442397191e-16,1.2653543425606097e-16,18.74645386716554,0.179573106509892,0.2152755729281708,26.0,30.9134180679039,5.0,4.2235017540782485,9.051667119207579,7.775082774553138,7.9364592435818695,0.8418771532565018,307.1068115234375,303.40472412109375,134.01414771382971,45.46243423383439,-16.592825414160856,13.538461685180664,0.0
815463325.995,815463335.995,815463331.9886,815463326.176,815463335.667,3.454459758736006,0.7041464511838639,7.116187102996172e-16,1.4505416894387595e-16,18.734049655200028,0.20141914957485696,0.24749491932383805,3.0961741316618285,0.7316925589909284,6.378118711223366e-16,1.5072866715213125e-16,18.8529365554596,0.23032856701340165,0.2927236101954378,3.9729694378812495,0.6622560196672342,8.184317042035374e-16,1.3642474005145024e-16,18.582211939369255,0.16738909710661787,0.1979840881185133,30.0,35.989732556041275,3.0,2.551455044185609,9.05864822741609,4.696996785887144,7.942580246491302,0.833938594731577,306.4542541503906,303.2541809082031,134.57548096998352,45.46203983641427,-16.59266641792231,13.699999809265137,0.0
815463335.995,815463345.995,815463340.4112222,815463337.058,815463345.604,1.3524078986701618,0.6123633716923602,2.785960271260533e-16,1.261468545686262e-16,19.752230753559576,0.40551075127801184,0.6546246186028988,1.497226835662443,0.59916289072621,3.0842872814646323e-16,1.2342755548959926e-16,19.641780993441742,0.36546105024961406,0.5549508543548072,2.3740221418818637,0.5120248027825178,4.890485612276639e-16,1.0547710937319867e-16,19.141288087029526,0.2120465647365215,0.26376427293516613,18.0,21.497478953896774,6.0,5.025246433721937,9.055298421461199,9.2510218438972,7.939643152353308,0.8380238111816681,307.0093994140625,303.0234680175781,134.3566133566601,45.462473917148095,-16.593219144194478,14.333333015441895,0.0
815463345.995,815463355.995,815463350.786381,815463346.993,815463355.709,1.9327210713611418,0.6346106064817408,3.981405407003952e-16,1.307297849352386e-16,19.364577046135917,0.30828199493935315,0.43214382623501635,1.9131990746124081,0.6363067162297839,3.9411900937015606e-16,1.3107918354333548e-16,19.375599594655448,0.31173960151337,0.4390146855431425,2.789994380831829,0.5550411354453901,5.747388424513567e-16,1.1433847390175037e-16,18.96599167853302,0.19699351177568047,0.24083721586539397,21.0,25.267153300533135,5.0,4.217352932858528,9.056345587692476,7.763763353671381,7.940561302789724,0.8313927181958188,306.5574645996094,302.0747375488281,135.35458783574404,45.46274437075431,-16.593145760652266,13.619047164916992,0.0
815463355.995,815463365.995,815463359.6243448,815463356.037,815463365.179,2.806778402002063,0.7342459328910803,5.78196350812425e-16,1.5125466217556253e-16,18.95947968500339,0.2523019634021253,0.3292669572360367,2.966927511774134,0.72209906914252,6.111870674254716e-16,1.4875240824335912e-16,18.89923266068335,0.23651212194352667,0.30280944842415636,3.8437228179935543,0.6515953575019232,7.918069005066722e-16,1.3422864364539617e-16,18.618119845274208,0.17002093582087596,0.2016795941106686,29.0,34.79750941571319,6.0,5.099401812457625,9.053074600701228,9.387535154751536,7.937693316749092,0.8334740179895742,305.77508544921875,301.0402526855469,136.64320733443884,45.46210638314311,-16.592640586582714,14.482758522033691,0.0
815463365.995,815463375.995,815463370.8797619,815463367.101,815463375.867,1.5669653628154048,0.6619223538559202,3.227948647399734e-16,1.3635600489431957e-16,19.592351508356913,0.3825719854589096,0.5959754466412548,1.8900115388430574,0.6343963468890189,3.893423770016698e-16,1.306856474591379e-16,19.388838860941796,0.31423768132098573,0.4440197348565107,2.766806845062478,0.5528211108353327,5.699622100828705e-16,1.1388114883207854e-16,18.975052896375626,0.1977764296157325,0.2420100581646203,21.0,25.048887619967612,7.0,5.90066736721408,9.053356096999961,10.862592198735012,7.937940131382539,0.8385115534519673,305.19598388671875,300.15484619140625,137.68389960438014,45.46191120369752,-16.592612056292033,14.285714149475098,0.0
815463375.995,815463385.995,815463381.1975001,815463376.806,815463385.212,2.0216785628778235,0.6420467307192883,4.1646578395283163e-16,1.322616265281734e-16,19.315719734950555,0.29944332145662145,0.41487224939885436,1.9996907649731113,0.6439356811641974,4.119362975844609e-16,1.3265075031982466e-16,19.327592897651737,0.30309311711886977,0.4219539982794771,2.8764860711925317,0.563726000646109,5.925561306656616e-16,1.1612755613309845e-16,18.93284431154351,0.19430735023282253,0.23682923670988743,22.0,26.0368486398392,5.0,4.2030265057337095,9.051616449873807,7.737389703737055,7.936414816947849,0.8450979796224222,304.1380920410156,300.2963562011719,138.31240719581302,45.46221148266835,-16.593037497628345,13.318181991577148,0.0
815463385.995,815463395.995,815463391.3925714,815463386.463,815463395.992,1.5145732961511316,0.6599436828351894,3.120020990071331e-16,1.3594839866404903e-16,19.629274261516606,0.3926812691600041,0.6212808953611777,1.8523154058196658,0.6310517837952175,3.8157697359885113e-16,1.2999666746181482e-16,19.410712653011796,0.31831500026057924,0.4522637947575028,2.7291107120390863,0.5489949809513238,5.621968066800518e-16,1.130929660759727e-16,18.989947114789736,0.1990044948485732,0.2438540135396714,21.0,24.71186712371299,7.0,5.973968965558334,9.054915586494927,10.997533777505113,7.939307484451824,0.8498952767373849,302.9228515625,300.8368225097656,138.77070482892321,45.4623259083386,-16.592920801312943,12.142857551574707,0.0
815463395.995,815463405.995,815463401.6210417,815463397.064,815463405.84,2.1032258683976544,0.6768400884909483,4.332645288899168e-16,1.3942905822913536e-16,19.27278521327783,0.3029229624012295,0.4216222852993532,2.2487066460828995,0.6648642639370205,4.632335690930773e-16,1.369620383710262e-16,19.200167991354405,0.2812319722144139,0.3805521083942409,3.12550195230232,0.5875410391829273,6.438534021742779e-16,1.2103345407168302e-16,18.842700563712366,0.18702550805215168,0.22608711307617924,24.0,28.298481699139607,6.0,5.027814181633248,9.054059837746786,9.255748834370298,7.938557167966151,0.8482179253886221,302.5044250488281,302.0714111328125,138.18609066247663,45.462422735637794,-16.593080628692647,14.25,0.0
